作品id,作品名,人物id,名字,朝代,时期,国家,文体,写作时间,创作背景,内容简介,相关作品,相关人物,相关地点,相关事件,诗歌全文,sentiment1,sentiment2
1144,《读刘禹锡金陵怀古》,206,李贽,明,明中;明末,,七言律诗,,,,《金陵怀古》,刘禹锡,金陵,,"王浚楼船下益州，金陵怀古独称刘。
千寻铁锁沈江底，百万龙骧上石头。
赋就群公皆阁笔，功成二子莫为雠。
钟山王气千年在，不见长江日夜浮。",乐,思
1171,《二鬼》,209,刘基,明,明初,,杂言诗,,,以隐晦的手法折射出明初士人心态由昂扬进取到避祸全身的微妙变化。,,,,,"忆昔盘古初开天地时，以土为肉石为骨，水为血脉天为皮，昆仑为头颅，江海为胃肠，嵩岳为背膂，其外四岳为四肢。
四肢百体咸定位，乃以日月为两眼，循环照烛三百六十骨节，八万四千毛窍，勿使淫邪发泄生疮痍。
两眼相逐走不歇，天帝愍其劳逸不调生病患，申命守以两鬼，名曰结璘与郁仪。
郁仪手捉三足老鸦脚，脚踏火轮蟠九螭。咀嚼五色若木英，身上五色光陆离。
朝发旸谷暮金枢，清晨还上扶桑枝。扬鞭驱龙扶海若，蒸霞沸浪煎鱼龟。
辉煌焜耀启幽暗，燠煦草木生芳蕤。
结璘坐在广寒桂树根，漱咽桂露芬香菲。
啖服白兔所捣之灵药，跳上蟾蜍背脊骑。
描光弄影荡云汉，闪奎烁壁葩花摛。
手摘桂树子，撒入大海中，散与蚌蛤为珠玑。
或落岩谷间，化作珣玕琪。
人拾得吃者，胸臆生明翚。
内外星官各职职，惟有两鬼两眼昼夜长相追。
有物来掩犯，两鬼随即挥刀铍。
禁制虾蟆与老鸦，低头屏气服役使，不敢起意为奸欺。
天帝怜两鬼，暂放两鬼人间娭。
一鬼乘白狗，走向织女黄姑矶。
槌河鼓，褰两旗，跳下皇初平牧羊群，烹羊食肉口吻流膏脂。
却入天台山，呼龙唤虎听指麾。
东岩凿石取金卯，西岩掘土求琼葳。
岩訇洞砉石梁折，惊起五百罗汉半夜拨刺冲天飞。
一鬼乘白豕，从以青羊青兔赤鼠儿。
便从阁道出西清，入少微，浴咸池。
身骑青田鹤，去采青田芝。
仙都赤城三十六洞主，骑鸾翳凤来陪随。
神蜺清唱毛女和，长烟袅袅飘熊旂。
蜚廉吹笙虎击筑，罔象出舞奔冯夷。
两鬼自从天上别，别后道路阻隔，不得相闻知。
忽闻寒山子，往来说因依。
两鬼各借问，始知相去近不远，何得不一相见叙情词。
情词不得叙，焉得不相思。
相思人间五十年，未抵天上五十炊。
忽然宇宙变差异，六月落雪冰天逵。
鼋鼍上山作窟穴，蛇头生角角有歧。
鳄鱼掉尾斫折巨鳌脚，蓬莱宫倒水没楣。
搀枪枉矢争出逞妖怪，或大如瓮盎，或长如蜲蛇。
光烁烁，形躨々。
叫鹿豕，呼熊罴。
煽吴回，翔魌魑。
天帝左右无扶持，蚊虻虱蝇蚋蜞，噆肤咂血图饱肥，扰扰不可挥筋节。
解折两眼蕣，不辨妍与媸。
两鬼大惕伤，身如受榜苔，便欲相约讨药与天帝医。
先去两眼翳，使识青黄红白黑。
便下天潢天一水，洗涤盘古肠胃心肾肝肺脾。
却取女娲所抟黄土块，改换耳目口鼻牙舌眉。
然后请轩辕，邀伏羲、风后、力牧、老龙吉、泰山稽。
命鲁般，诏工倕，使丰隆，役黔羸，砺釜凿，具炉锤，取金蓐收，伐材尾箕。
修理南极北极枢，斡运太阴太阳机。
檄召皇地示，部署岳渎神，受约天皇墀。
生鸟必凤凰，勿生枭与鸱。
生兽必麒麟，勿生豺与狸。
生鳞必龙鲤，勿生蛇与蜲。生甲必龟贝，勿生蝓与蜞。
生木必松楠，生草必荠葵，勿生钩吻含毒断人肠，勿生枳棘覃利伤人迹。
螟蝗害禾稼，必绝其蝝蚔。虎狼妨畜牧，必遏其孕孳。
启迪天下蠢蠢氓，悉蹈礼义尊父师。
奉事周文公、鲁仲尼、曾子舆、孔子思，敬习《书》、《易》、《礼》、《乐》、《春秋》、《诗》。
履正直，屏邪欹，引顽嚚，入规矩。
雍雍熙熙，不冻不饥，避刑远罪趋祥祺。
谋之不能行，不意天帝错怪恚，谓此是我所当为，眇眇末两鬼，何敢越分生思惟。
呶呶向瘖盲，泄漏造化微。
急诏飞天神王与我捉此两鬼拘囚之，勿使在人寰做出妖怪奇。
飞天神王得天帝诏，立召五百夜叉带金绳将铁网，寻踪逐迹莫放两鬼走逸入崄巇。
五百夜叉个个口吐火，搜天括地走不疲。
吹风放火烈山谷，不问杉柏樗栎兰艾蒿芷蘅茅茨，燔焱熨灼无余遗。
搜到九万九千九百九十九仞幽谷底，捉住两鬼，眼睛光活如琉璃。
养在银丝铁栅内，衣以文采食以麋。
莫教突出笼络外，踏折地轴倾天维。
两鬼亦自相顾笑，但得不寒不馁长乐无忧悲。
自可等待天帝息怒解猜惑，依旧天上作伴同游戏。",悲,思
1173,《绝句漫兴十一首》,209,刘基,明,明初,,七言律绝,,触怒不法豪门，遭到陷害，愤而辞官，以隐居办学为主。,凭栏怀古，赋诗寄慨。,,,白鹭洲,,"一
风光何故恼闲人，我欲乘槎一问津。
满地绿阴迷断梦，五更啼鸟不胜春。
二
兔葵燕麦旧人家，曾唱南朝玉树花。
寒暑又随风日转，东陵谁种邵平瓜。
三
莫道花开便是春，莫言沙涨即成津。
南风过了东风起，愁杀江头待渡人。
四
新莺枝上语如丝，似与羁魂诂所思。
不用登楼看草色，白蘋香散巳多时。
五
相思举目万重云，燕去鸿来杳不闻。
漫说黄金能得士，只今谁是望诸君。
六
五湖风雨夜垂纶，一叶扁舟一粟身。
至竟云涛归大壑，烟波还属钓鱼人。
七
病客无钱试药方，出门聊复信行藏。
争知头上萧萧发，却与游丝较短长。
八
池面新荷贴小钱，荷心点点露珠圆。
开花结子应堪待，乱荇空萍正可怜。
九
袅袅江风转白蘋，轻花乱蕊看成尘。
谁能爇取生犀角，采石矶头照水神。
十
日落群山返照馀，槐阴梦觉夕阳初。
夜闲不畏更筹短，收取流萤映读书。
十一
白鹭洲边白鹭鸶，一双相对立?褷。
日斜隔水分明见，不分人间有别离。",悲,思
1174,《钟山作十二首》,209,刘基,明,明初,,七言律绝,,触怒不法豪门，遭到陷害，愤而辞官，以隐居办学为主。,流露出“繁华过眼成今古”的沧桑之叹。,,,玄武湖、宝公塔、石头城、秦淮河、鸡鸣埭,,"一
紫桂吹香媚小山，月华的皪满林间。
坐来凉气生虚室，知是山云作雨还。
二
松露滴阶星在天，草虫相吊响如弦。
宝公塔上西风急，半夜林鸦不得眠。
三
九月江南叶未黄，空山松柏夜深凉。
玄蝉且莫催徂景，留取幽兰作晚香。
四
玄武湖中草自秋，石头城下水长流。
繁华过眼成今古，更与牛羊竞一丘。
五
春去秋来荣复衰，花残叶落总堪悲。
谁能句曲山中去，乞取茅君一虎骑。
六
北斗阑干夜未央，钟残虚牖出天香。
佛灯相对坐宵寂，坠露满林生白光。
七
一炷清香一卷经，世间无事是山僧。
何须更卓飞空锡，长使时人恨不能。
八
月落山空雾未开，风生咆虎响如雷。
树头惊鹊相呼起，欲下还飞一百回。
九
白雁萧萧柿叶红，野花开尽六王宫。
空馀一道秦淮水，著意西流竟向东。
十
策杖登山信早凉，山花涧草总能香。
扪萝抱水归来倦，不扫苍苔卧石床。
十一
袅袅西风散白蘋，冥冥落日起黄尘。
青娥不分秋容寂，故染枫林似老人。
十二
槁叶含风弹夜弦，蟪蛄凄唳荅寒蝉。
鸡鸣埭上繁华子，莫向秋霜惜盛年。",乐,悲
1177,《蝶恋花·蒋山寺十月桃花》,209,刘基,明,明初,,词,1360-1375年,作者于元至正二十年（1360），与宋濂、章溢、叶琛同应朱元璋之召赴金陵，洪武四年（1371）辞官，八年（1375）病重“护归”。此词当作于这段时间内，作者登钟山见十月桃花开，因此作下此诗。,作品上片着眼于“桃花”两字，表现了桃花高贵非凡的身份和优美脱俗的形态。下片则紧扣“十月”的季节环境，抒写“回首欢娱谁与共”的寂寥荒寒，似乎一切的美好尽付与荒草残烟，字里行间渗透着词人对于六朝盛衰沧桑的感怀。,,韩凭,灵谷寺,,度朔移来天上种，绛蕊丹跗，王母亲曾弄。青女素娥为侍从，婵娟独擅三千宠。回首欢娱谁与共。荒草残烟，冷落秦源洞。阆苑风高迷彩凤，断魂飞入韩凭梦。,思,悲
1178,《摸鱼儿·金陵秋夜》,209,刘基,明,明初,,词,,,描写金陵萧瑟秋景，怀古伤今。,,,金陵,,"正凄凉，月明孤馆，那堪征雁嘹唳。不知衰鬓能多少，还共柳丝同脆。
朱户闭，有瑟瑟萧萧，落叶鸣莎砌。断魂不系，又何必殷勤，啼螀络纬，相伴夜迢递。
樵渔事，天也和人较计，虚名枉误身世？流年衮衮长江逝，回首碧云无际。
空引睇？但满眼、芙蓉黄菊伤心丽。风吹露洗。寂寞旧南朝，凭阑怀古，零泪在衣袂。",悲,思
1183,《梦江南·怀人二十首》,212,柳如是,明,明末;清初,,词,,与陈子龙松江南楼同居，但此后“因得尽悉其家庭之复杂及经济之情势，必无长此共居之理，遂渐次表示其离去之意”。,用细腻婉约的词笔记录了与陈子龙同居南楼的点点滴滴，充满着对甜蜜往事的无限眷恋及将欲离去的无奈哀怨。,,陈子龙,,,"人去也，人去凤城西。细雨湿将红袖意，新芜深与翠眉低，蝴蝶最迷离。
人去也，人去鹭鹚洲。菡萏结为翡翠恨，柳丝飞上钿筝愁。罗幕早惊秋。
人去也，人去画楼中。不是尾诞人散漫，何须红粉玉玲珑。端有夜来风。
人去也，人去小池台。道是多情还不是，若为恨少却教情。一望损莓苔。
人去也，人去绿窗纱。赢得病愁输燕子，禁怜模样隔天涯。好处暗相遮。
人去也，人去玉笙寒。凤子啄残红豆小，雉媒骄拥亵香看。杏子是春衫。
人去也，人去碧梧阴。未信赚人肠断曲，却疑误我字同心。幽怨不须寻。
人去也，人去小棠梨。强起落花还瑟瑟，别时红泪有些些。门外柳相依。
人去也，人去梦偏多。忆昔见时多不语，而今偷悔更生疏。梦里自欢娱。
人去也，人去碧梧阴。未信赚人肠断曲，却疑误我字同心。幽怨不须寻。
人去也，人去夜偏长。宝带乍温青骢意，罗衣轻试玉光凉。薇帐一条香。
人何在，人在蓼花汀。炉鸭自沉香雾暖，春山争绕画屏深。金雀敛啼痕。
人何在，人在小中亭。想得起来匀面后，知他和笑是无情。遮莫向谁生。
人何在，人在月明中。半夜夺他金扼臂，殢人还复看芙蓉。心事好朦胧。
人何在，人在木兰舟。总见客时常独语，更无知处在梳头。碧丽怨风流。
人何在，人在绮筵时。香臂欲抬何处坠，片言吹去若为思。况是口微脂。
人何在，人在石秋棠。好是捉人狂耍事，几回贪却不须长。多少又斜阳。
人何在，人在雨烟湖。篙水月明春腻滑，舵楼风满睡香多。杨柳落微波。
人何在，人在玉阶行。不是情痴还欲住，未曾怜处却多心。应是怕情深。
人何在，人在画眉帘。鹦鹉梦回青獭尾，篆烟轻压绿螺尖。红玉自织织。
人何在，人在枕函边。只有被头无限泪，一时偷拭又须牵。好否要他怜。",悲,思
1184,《金明池·寒柳》,212,柳如是,明,明末;清初,,词,,词人离开陈子龙之后，如同柳絮般飘荡无依，历遍风霜，尝尽辛酸。,借题咏寒柳而抒写词人的身世之感。,,,,,"有怅寒潮，无情残照，正是萧萧南浦。更吹起，霜条孤影，还记得，旧时飞絮。况晚来，烟浪斜阳，见行客，特地瘦腰如舞。总一种凄凉，十分憔悴，尚有燕台佳句。
春日酿成秋日雨。念畴昔风流，暗伤如许。纵饶有，绕堤画舸，冷落尽，水云犹故。忆从前，一点东风，几隔着重帘，眉儿愁苦。待约个梅魂，黄昏月淡，与伊深怜低语。",思,悲
1185,《江城子·忆梦》,212,柳如是,明,明末;清初,,词,,与情人陈子龙分手之前。,借助梦中的喃喃自语，流露出极端的苦涩怅恨和无可奈何之意。,,陈子龙,,,"梦中本是伤心路。芙蓉泪，樱桃语。满帘花片，都受人心误。遮莫今宵风雨话。要他来，来得么？
安排无限销魂事。砑红笺，青绫被。留他无计，去便随他去。算来还有许多时，人近也，愁回处。",悲,思
1186,《浣溪沙·五更》,212,柳如是,明,明末;清初,,词,,,表现主人公神思无主的飘忽感受，而其心境的哀愁与恍惚，又无形之中营造了朦胧幽微的环境氛围，展现出词人缠绵幽怨的情感世界。,,,,,"金猊春守帘儿暗，一点旧魂飞不起，几分影梦难飘断。
醒时恼见小红楼，朦胧更怕青青岸，薇风涨满花阶院。",悲,思
1187,《两同心·夜景》,212,柳如是,明,明末;清初,,词,,,描写青楼女儿与风流公子一见钟情，含羞百媚，如痴如醉。词作直接摄取秦淮歌姬的生活场景，运用细腻的心理描摹、轻快的节奏和大量浅俗口语，营造出青楼文学的独特风貌。,,,,,"不脱鞋儿，刚刚扶起。浑笑语、灯儿斯守，心窝内、着实有些些怜爱。
缘何昏黑，怕伊瞧地。两下糊涂情味。今宵醉里。又填河、风景堪思。
况销魂、一双飞去。俏人儿，直恁多情，怎生忘你。",思,悲
1188,《更漏子·听雨二首》,212,柳如是,明,明末;清初,,词,,,抒写雨中的相思愁怨。,,,,,"一
风绣幕，雨帘栊，好个凄凉时候。被儿里，梦儿中，一样湿残红。
香焰短，黄昏促，催得愁魂千簇。只怕是，那人儿，浸在伤心绿。
二
花梦滑，杏丝飞。又在冷和风处。合欢被，水晶帏。总是相思块。
影落尽，人归去。简点昨宵红泪。都寄与，有些儿，却是今宵雨。",悲,思
1189,《踏莎行·寄书》,212,柳如是,明,明末;清初,,词,,,表现寄书传情的悲绪。,,,,,"花痕月片，愁头恨尾。临书已是无多泪。写成忽被巧风吹，巧风吹碎人儿意。
半帘灯焰，还如梦水。销魂照个人来矣。开时须索十分思，缘他小梦难寻视。",悲,思
1190,《河传·忆旧》,212,柳如是,明,明末;清初,,词,,,抚今追昔，以旧日的温情缠绵反衬此刻的孤单寂寞。,,,,,"花前雨后，暗香小病，真个思清切。梦时节，见他从不轻回。
风动也，难寻觅。简点枕痕刚半折。泪滴红绵，又早春文灭。
乒儿臂儿，都是那有情人，故把人心摇拽。",思,悲
1233,《雨花台送客》,2771,释宗泐,明,明初,,五言律诗,,,描绘登台远眺的景象。,,,雨花台,,"梁朝雨花台，近在城南陌。
不见讲经人，空林澹秋色。
登高俯大江，目送千里客。
白鸟下沧波，孤帆远山碧。",思,乐
1235,《桂殿秋·中秋》,1425,朔朝霞,明,明末;清初,,词,,,描绘秦淮中秋美景。,,,秦淮,,秦淮渡，碧波流。一轮皓月照琼楼。仙人掌满金茎露，桂子香飘玉殿秋。,思,乐
1241,《晚步青溪上》,224,宋濂,明,明初,,五言古体诗,,,写青溪晚景。,,,青溪,,"溪色涵膏绿，溶漾正堪餐。
十步九还辟，清芬袭肺肝。
渚牙既戢戢，岸花亦戋戋。
洁沤近宜狎，贲鲂清可扪。
流念梁陈际，甲第绕其堧。
南澨绮钱结，北津铜纲繁。
倒景侵寥旷，蒸气湿铅丹。
有时作清游，肃舲输轩尊。
泛爵溢朱组，簉筵到弹冠。
荆偈逞妍曲，秦艳发清弹。
唯恐悬象堕，不忧芳年单。
繁华随逝水，崇替起哀叹。
黄鸟背人飞，响入华林园。",乐,思
1249,《上巳后二日游幽栖寺》,226,汤显祖,明,明末;清初,,五言律绝,,,诗人春日徜徉在人迹罕至的幽栖寺，独得幽深清寂的空冷情韵。,,,幽栖寺,,"百日斋初过，三春绿已齐。
披云眠佛窟，残屐到幽栖。",思,乐
1257,《过天生桥》,229,王守仁,明,明中,,七言律诗,,,借感叹鬼斧神工的天生桥座落在人迹罕至的万山丛中实在太可惜，感叹自己因为贬谪到蛮荒之地，难以实现经国济世的抱负，就象天生桥一样，虚却在万山之中。,,,天生桥,,"水光如练落长松，云际天桥隐白虹。
辽鹤不来华表烂，仙人一去石桥空。
徒闻鹊驾横秋夕，谩说秦鞭到海东。
移放长江还济险，可怜虚却万山中。",悲,思
1259,《宿鸡鸣寺》,2784,王宠,明,明中,,五言律诗,,,于鸡鸣寺远眺钟阜烟云，产生出望峰息心、宠辱皆忘的旷逸情怀。,,,鸡鸣寺,,"昔诵北山文，今栖钟阜云。
秋林时夜啸，天乐忽空闻。
弟子胡麻荐，头陀庙席分。
哪知江海客，不乱衲衣群。",思,乐
1273,《江口》,228,王世贞,明,明中;明末,,五言律绝,,,,,,,,"似玉鲈鱼鲙，橙丝缕更鲜。
徘徊欲下箸，从此定何年。",思,乐
1274,《清明日谒孝陵步屧而下稍就肩舆抵观音门即事作》,228,王世贞,明,明中;明末,,五言律诗,,,记述清明赴孝陵路上的所见所感。,,,钟山、孝陵,,"不尽钟山紫，能令步屧便。
涛声柏树杪，晓色桃花前。
娇女怯上冢，贫家轻禁烟。
后湖如练白，第少橛头船。",思,乐
1276,《咏良知四首》,229,王守仁,明,明中,,七言律绝,,,以哲理入诗。,,,,,"一
个个人心有仲尼，自将闻见苦遮迷。
而今指与真头面，只是良知更莫疑。
二
问君何事日憧憧，烦恼场中错用功。
莫道圣门无口诀，良知两字是参同。
三
人人自有定盘针，万化根源总在心。
却笑从前颠倒见，枝枝叶叶外头寻。
四
无声无臭独知时，此是乾坤万有基。
抛却自家无尽藏，沿门持钵效贫儿。",悲,思
1277,《游观音岩燕子矶因感梁王达摩故事》,230,王叔承,明,明中;明末,,七言律诗,,,抚今追昔，直抒胸臆，流露出对于历史沧桑的喟叹。,,,观音岩、燕子矶,,"观音高阁迥岩扉，客酒凭陵燕子矶。
山带石城孤寺立，潮平江国乱帆飞。
故宫木叶空金碗，荒渡芦花失宝衣。
我亦乘风欲西逝，少林秋老白云归。",思,乐
1282,《送友夏友夏赠诗有天涯流落同之句》,233,王微,明,明末;清初,,五言律绝,,,与谭元春的诗词唱和。,,谭元春,秦淮,,"去去应难问，寒空叶自红。
此生已沦落，犹幸得君同。",悲,思
1283,《忆秦娥·戏留谭友夏》,233,王微,明,明末;清初,,词,,,表达出深浓的离别怨愁。,,谭元春,秦淮,,闲思遍，留君不住惟君便。惟君便。石尤风急，去心或倦。未见烟空帆一片，已挂离魂随梦断。随梦断。翻怨天涯，这番重见。,思,悲
1284,《醉春风·怨思》,233,王微,明,明末;清初,,词,,,以痴情女子的口吻，刻画相思怨别之悔恨，以及陡遭离弃时的一腔悲愤，词意直接浅露，口吻粗俗不羁，尽显放意率性的青楼风情。,,,秦淮,,心似当时醉，眼到何时睡。灯火落尽影疑冰。悔，悔，悔。展转寻思，是谁催促，别时偏易。无限天涯泪，难定天涯会。接君尺素表离情。啐，啐，啐。一半模糊，不知梦里，问他真伪。,思,悲
1287,《玉漏迟·元宵奉陈静斋宪长》,1616,王韦,明,明中,,词,,,抒写词人元宵佳节薄宦辞家的怀归之情。,,,,,"今宵春正好，卷帘无那，客中情绪。连日眉梢，暂放片时还聚。
薄宦辞家几许，叹骨肉、水萍风絮。留不住。纷纷客泪，两行如澍。
缅想此日家园，正儿女团栾，烧灯时序。明月依人，空照一樽清醑。
深谢东君慰我，喜投赠、玉堂佳句。高唱处。乳鸦乱翻庭树。",思,悲
1293,《赠别宋先生东归》,235,王祎,明,明初,,五言古体诗,,,劝降投奔北魏的原南朝将领陈伯之。,,,,,"忆从夫子游，岁月今两纪。
义维师友兼，道实贤哲儗。
及兹客江东，三载接栖止。
辩理钟扣筳，论文车合轨。
晨昏奉周旋，骨肉同彼此。
琴音子期知，剑气张华指。
斯文已云坠，高谊庶兹倚。
君今荷君恩，予告旋田里。
虽云抱微疢，宁无动深喜。
高堂有严君，候门多稚子。
初筵谐笑谈，中馈具甘旨。
以兹自怡愉，亦足忘药饵。
返岫烛飞云，归海观流水。
物理谅皆然，人情讵能已。
绸缪念往昔，契阔慨今始。
怆焉惕中肠，临书泪盈纸。",思,忧
1294,《小庭花》,236,王月,明,明末;清初,,词,,,从较为广远的视角，描摹出满眼春色，同时也切合词人的身份特点，表现灯火楼台、歌舞喧阗的景象。不过，似水流年的青春惆怅隐含其间，于热闹美景之外又暗生出孤寂冷落之意。,,,,,"何处逢春不可怜，板桥柳色覆晴川。莺啼新水满塘烟。
舞蝶尽随歌扇下，落花偏逐舞裙前，楼台灯火一更天。",悲,思
1298,《谒江浦庄先生留宿定山草堂》,0,文征明,明,明中,,七言律诗,,文征明多次到定山草堂拜访庄昶。,描写定山草堂景色。,,,定山草堂,,"十亩青松四面山，草堂宛转乱流间。
若非清福安能主，为访高人得暂闲。
竹圃眠云秋濯濯，水舂孤枕夜潺潺。
就中何事尤堪羡，国是人非了不关。",思,乐
1299,《雨花台上》,0,文征明,明,明中,,七言律诗,,,赋咏游览雨花台所见景致。,,,雨花台,,"雨花台上雨初乾，野色江光落坐间。
岂谓旅游逢九日，共来把酒看三山。
老年节物偏生感，到处云林不负閒。
落木满空秋万里，暝禽遥带夕阳还。",思,悲
1313,《梦中作》,248,谢承举,明,明中,,七言律绝,,,,,,,,璚瑶洲畔拾芙蓉，玉女青童两队从。明月一江天似水，夜凉骑鹤下西峰。,思,乐
1315,《画雁》,248,谢承举,明,明中,,七言律绝,,,,,,,,湖上芦黄水拍天，湖头人去少书传。秋窗正有孤眠客，莫送哀声到枕边。,悲,思
1339,《恭谒孝陵正韵》,254,徐渭,明,明中;明末,,七言律诗,,,,,,孝陵,,二百年来一老生，白头落魄到西京。疲驴狭路愁官长，破帽青衫拜孝陵。亭长一杯终马上，桥山万岁始龙迎。当时事业难身遇，冯仗中官说与听。,悲,思
1341,《燕子矶观音阁》,254,徐渭,明,明中;明末,,五言古体诗,,,,,,燕子矶、观音阁,,青山如美人，楼观即奁妆。若无一片妙，镜丽苦不昌。兹石一何幸，值此江中央。上乘巨构支，下集帆与樯。朱碧得水鲜，凫雁拂波光。烟雾不见海，神去万里长。我与三友俱，兼以僮仆双。日西买市饭，半道谢驴缰。归来乏灯烛，微雨沾我裳。沽酒不成醉，颓然倒方床。犹梦立阁中，遥观大鱼翔。,思,乐
1348,《皇帝行幸南京歌》,255,薛蕙,明,明中,,七言律绝,,,,,,南京,,"其一
白鹭洲边玉帐开，锦帆东指凤凰台。
怪底鲸鲵窜江底，君王驾驭六龙来。
其二
天风吹动翠云裘，坐看楼船下石头。
江左重瞻天子气，金陵长作帝王州。
其三
建业城西江水回，千官遥望翠华来。
天子双鞬悬锦带，近臣争上万年杯。
其四
翩翩翠盖覆鸣銮，诏许都人夹道看。
乐府尽歌杨柳曲，后车多著鵔鸃冠。
其五
忆昔高皇定鼎年，钟山龙驭已登仙。
八叶神孙因耀武，衮衣亲得拜陵前。
其六
燕姬玉袖抱箜篌，马上长随翠辇游。
春来照影秦淮水，爱杀江南云母舟。
其七
淮水南边是狭邪，蛾眉临水折江花。
日暮龙舟泊何处，玉床抛在五侯家。
其八
玄武湖中绿水多，君王日日爱经过。
宫女能为荡舟戏，中官学唱采莲歌。
其九
吴王雉翳春依草，宋帝羊车夜逐花。
总是南朝旧时事，我皇行乐倍繁华。
其十
三月江南莺乱啼，江边桃叶映春堤。
不是行宫淹北上，金陵花月使人迷。",乐,思
1355,《浪淘沙·海棠》,259,杨宛,明,明末,,词,,,,,,,,尽日若含愁，别样娇羞，晚凉香散上帘钩。带露摘来斜插鬓，一段风流。蛩语玉阶幽，又是深秋，相携闲对小妆楼。不解断肠伊似我，我似伊否。,悲,思
1356,《金人捧露盘·咏秋海棠》,259,杨宛,明,明末,,词,,,从春写到秋，叹时光跫然而失，怀佳人独自惆怅，充分反映了其词作的精致细腻，婉转旖旎的独特风格。,,,,,记春光，繁华日，万花丛。正李衰、桃谢匆匆。侬家姊妹，妖枝艳蕊笑东风。薄情曾共春光去，惆怅庭空。到如今，馀孤干，羞桃李，一园中。怜娇姝、试沐新红。恐伤姊意，含芳敛韵绮窗东。邻家不分伊偏占，放出芙蓉。,悲,思
1359,《鹧鸪天·七夕后一日咏织女》,259,杨宛,明,明末,,词,,,这首词借神话传说题材写人间相思离别之苦。,,织女,,,迢递佳期又早休，鹊桥无计为迟留。临风吹散鸳鸯侣，对月空思鸾凤俦。从别后，两悠悠，封题锦字倩谁投。金梭慵整添愁绪，泪逐银河不断流。,思,悲
1362,《柳枝·春闺》,259,杨宛,明,明末,,词,,杨宛词的创作语言受明代戏曲的影响。明代南戏的盛行，使词人往往以戏曲语言入词，率意而作，自度之腔违背声律。,,,,,,愁见平川带露披，晚烟迷。悠悠荡荡欲斜欹，恨依依。转辗风前无意绪，郎何处。乌丝阑上写新题，倩谁携。倚遍朱阑咏柳枝，一丝丝，无端牵引，薄情儿效参差，拈起幽怀谁共说，应难，闷教鹦鹉咏新诗，骂郎辞。,悲,思
1380,《念奴娇·读稼轩集用大江东去韵》,264,易震吉,明,明,,词,,,,,,,,期思渡口，来青兕、共诧天生神物。叠嶂西驰，旋万马，压倒东坡赤壁。婢子琵琶，儿童篥，那解阳春雪。绍兴相望，如公应号词杰。公岂仅仅词人。,乐,喜
1415,《游惠济寺》,277,张瑄,明,明,,七言律绝,,,,,,惠济寺,,胜境汤泉甲一方，白云深处有僧房。梅花落讶初飞雪，草色浓凝未着霜。,乐,思
1417,《临江仙·芙蓉亭怀郑奇逢》,1328,郑如英,明,明,,词,,抒写怀人愁思，是这首小令的主题。郑奇逢或为作者亲友。,,,,芙蓉亭,,夜半忽惊风雨骤，晓来寒透衾裯。萧条景色懒登楼。衡阳归雁杳，幽恨上眉头。台空院废人依旧，月沈云淡花羞。芙蓉寂寞小亭秋。黄花伤晚落，相对倍添愁。,悲,思
1428,《三月三日雨中登雨花台》,278,钟惺,明,明中;明末,,五言律诗,,,,,,雨花台,,去年当上巳，记集寇家亭。今昔分阴霁，悲欢异醉醒。可怜三月草，未了六朝青。花作残春雨，春归不肯停。,悲,思
1430,《雨后灵谷看梅花》,278,钟惺,明,明中;明末,,五言律诗,,,,,,灵谷寺,,曰为梅花至，松阴先看山。此怀难以喻，其事自相关。共在香光内，分行涧壑间。却思人散后，寒月守潺爱。,思,乐
1432,《秣陵桃叶歌》,278,钟惺,明,明中;明末,,七言律绝,,万历三十七年（1609），作者初至南京时，对当地的风土人情，就见闻所及，杂录成歌。,因其地有桃叶渡，借以命名，并仿《竹枝》之类体裁写成，“聊资鼓掌云尔”。共六首。,,,秣陵,,女儿十五未知羞，市上门前作伴游。今日相邀佯不出，郎家昨送玉搔头。,思,忧
1435,《春日移居六首》,279,周晖,明,明,,五言律诗,,,,,,秦淮、,,"只隔秦淮路，清幽与市分。溪声数番雨，鹤梦几重云。古研临池洗，名香扫石焚。客来方坐定，鸟语恰殷勤。
蹇士何须赋，幽人不厌寻。有时忽大笑，无事只长吟。闻道晚知浅，结交贫觉深。涧边芳草色，消尽一春心。
负郭久无田，幽居仅数椽。绿尊堪累月，青镜不藏年。客至渔樵半，狂来笑语偏。周颙有猿鹤，尚在北山颠。
垂柳绿依依，烟萝护竹扉。酒醒双燕语，病起乱花飞。绣涩芙蓉剑，轻便薜荔衣。转因贫与懒，渐觉昔年非。
最怜佳丽地，萧散惬幽情。不著《潜夫论》，无求处士名。莺啼催小饮，鹤步伴闲行。欲结村中社，题诗报友生。
春风花事过，空翠落垂藤。白版扉常闭，鸟皮几独凭。半酣疑有得，多病掩无能。一室何萧索，分明似野僧。",思,悲
1464,《宿献花岩作》,282,朱应登,明,明,,七言律诗,,,,,,,,"名山隔岁与心期，古寺经过再赋诗。僮仆解装先藉草，主僧留客旋烹葵。泉鸣涧壑秋生驶，树隐房栊日上迟。岂独有缘参法界，同行吏部共襟期。
长廊卷幔得閒凭，南国秋容望不胜。香阁梵音传远磬，石幢寒影护悬灯。山深疑有长生药，寺古应多入定僧。人语忽然飘下界，始知身在白云层。",思,乐
